id	area	capability	sources	mock_status	mock_observation	preserve_at	acceptance
MED-01	Medien	Import verschiedener Dateitypen, Ordnerimport, Fortschritt, Abbruch	MediaImportFlow.swift;MediaImportProgressBanner.swift;EditorViewModel+MediaLibrary.swift;ClipType.swift	simulated	Medien > Import: Video, Bild, Audio, Text, Lottie; leerer Schnitt > fünf Beispielquellen. Dateiauswahl bleibt Simulation.	Medien > Import; kompakte Picker nutzen denselben Bestand	Video, Audio, Bild, Lottie und Dokumente samt lesbarem Originalnamen übernehmen; Abbruch verständlich anzeigen.
MED-02	Medien	Bibliotheksordner, Unterordner, Umbenennen, Löschen, Verschieben	EditorViewModel+Folders.swift;FolderTileView.swift;MediaTab+Grids.swift	simulated	Ordnerbaum: Unterordner, Umbenennen, Verschieben, Entfernen; Inhalte beim Entfernen nach Importe übernehmen.	Medien > Ordnerbaum und Kontextmenüs	Mehrere verschachtelte Ordner verschieben/löschen mit Undo; Zyklen verhindern.
MED-03	Medien	Asset umbenennen/löschen, Finder, Pfade kopieren	AssetThumbnailView.swift;EditorViewModel+MediaLibrary.swift	simulated	Medien-Kontextmenü und Inspector: Umbenennen, Entfernen, Dateiort, Offline-Relink. Verwendungsanzeige nutzt kanonische Take-/Clip-Bindungen. Offline-Testzustände außerhalb der App.	Medien > Datei-Kontextmenü und Inspector	Originalname, Anzeigetitel und Speicherpfad auseinanderhalten; verwendete Medien und Undo korrekt behandeln.
MED-04	Medien	Mehrfach-, Bereichs- und Marquee-Auswahl	MediaTab.swift;MediaTab+Grids.swift	simulated	Medien: Cmd-/Shift-Auswahl und aufgezogener Auswahlbereich, gemeinsame Mehrfachaktionen.	Großer Medienbrowser	Ausgewählte Gruppe per Ziehen verschieben, Selektion beim Filtern nachvollziehbar halten.
MED-05	Medien	Typfilter, KI-Filter, Sortierung, Thumbnailgröße, Drag-and-drop	MediaTab.swift;MediaTab+Drag.swift;MediaPanelDropArea.swift	simulated	Typ-/KI-Filter, Sortierung, Raster/Liste, Größe und Ziehen; nativen AppKit-Drop-Host später unverändert einbinden.	Medien; Picker nur Auswahl/Bindung	Ordner-Drop und innerer Asset-Drop bleiben gleichzeitig erreichbar; nativen AppKit-Drop-Host erhalten.
MED-06	Medien	Visuelle Inhaltssuche, Moments, zeitgebundene Segmente	MediaTab+Search.swift;VisualSearch.swift;VisualIndexer.swift	simulated	Bildinhalt durchsucht motivbezogene Beispieldaten; Quellzeiten nur bei vorhandenen Segmenten. Standbilder erhalten keine erfundenen Zeitbereiche. Kein echter Bildindex.	Medien > Suchergebnisse; kompakte Treffer im Picker	Moment an Fundstelle ansehen und exakt den gefundenen Bereich in die Timeline ziehen.
MED-07	Medien	Sprach-/Transkriptsuche, Spoken-Treffer und Segmente	MediaTab+Search.swift;TranscriptSearch.swift;Transcription.swift	simulated	Transkript durchsucht hinterlegte Audio-/Videosegmente mit Text und Quellzeit. Dateinamen und Textdokumente sind keine Transkripttreffer. Kein lokales Sprachmodell im HTML.	Medien > Suche und Quellvorschau	Texttreffer springt zur richtigen Quellzeit; Bereichs-Drag überträgt Anfang/Ende.
MED-08	Medien	Indexzustände, Download, Fehler/Retry und Speicherverwaltung	MediaTab+IndexStatus.swift;SearchIndexCoordinator.swift;StoragePane.swift	simulated	Suchstatus und Einstellungen > Speicher: Index aktivieren/neu aufbauen. Download-/Indexrunner bleibt nativer Adapter.	Medien-Suchstatus; Einstellungen > Speicher	Nicht indexiert, in Arbeit und fehlgeschlagen unterscheiden; Index löschen entfernt keine Medien.
MED-09	Medien	Offline-Medien und Relink Datei/Ordner	EditorViewModel+Relink.swift;PreviewContainerView.swift@offlinePreview;AssetThumbnailView.swift	simulated	Dateiaktionen > Offline-Fall und Relink Einzeldatei/Ordner. IDs und Timeline-Instanzen bleiben erhalten.	Medien-Kontextmenü und Viewer-Fehleransicht	Einzelne Datei oder Ordner neu verknüpfen; Asset-ID und Timeline-Instanzen bleiben erhalten.
MED-10	Medien	Metadaten, Generierungsherkunft und klickbare Referenzen	InspectorView.swift@assetDetailsContent;GenerationReferencesStrip.swift;MediaAsset.swift	simulated	Datei-/Quellen-Inspector zeigt Herkunft, Modell, Intention, Kosten und Referenz-ID erzeugter Demo-Assets.	Medien > Inspector; Quellen-Inspector	Modell, kompilierten Prompt, Abmessungen, Quelldatei und Referenz-Assets aus gespeicherten Daten lesen.
MED-11	Medien	Medienbrowser, Quellvorschau und Reveal derselben Asset-ID	EditorViewModel+PreviewTabs.swift;MediaTab.swift	simulated	Ein gemeinsamer Bestand für Medien, Quellen-Picker und Timeline; In Medien zeigen bleibt kontexttreu.	Medien und kompakte Quellen-Picker	Workspace-Wechsel erzeugt keine zweite Bibliothek und verändert keine Pipeline-Zuweisung.
MED-12	Medien	Texte als Quelldokumente, Bilder und Lottie als Timeline-Medien	ClipType.swift;LottieVideoGenerator.swift;ImageVideoGenerator.swift	simulated	Text bleibt Quelldokument. Video, Audio, Bild und Lottie sind unabhängig von Shots einsetzbar.	Medien > alle unterstützten Typen; NLE-Drop nach isPlaceable	Dokumente bleiben nicht platzierbar; Bilder, Lottie, freie Video- und Audiomedien werden nicht ausgesperrt.
MED-13	Medien	Medien mit Agent organisieren	MediaTab.swift@organizeWithAgent;ToolExecutor+Folders.swift	simulated	Medien > Organisieren: Vorschlag, begrenzte Annahme, bestehende Ordnerzuordnung und Undo.	Medien > Organisieren > prüfbarer Änderungsplan	Ordner-/Namensvorschlag ansehen, gezielt annehmen, über bestehende Mutationen mit Undo anwenden.
GEN-01	Generierung	Manuelle Bild-, Video- und Audiogenerierung	GenerationView.swift;GenerationRequest.swift	simulated	Medien > Generieren: Typ, Intention, Provider/Modell, vorbereiteter Auftrag, Kosten und Ergebnis. Kein Content-Modell aufgerufen.	Medien > Generieren; kontextgebundene Aufträge im Inspector	Intention immer kompilieren; keine Rohprompt-Abkürzung zur Provider-API.
GEN-02	Generierung	Ausführbare Provider-/Modellbindungen und modellabhängige Optionen	ModelCatalog.swift;ModelPreferences.swift;GenerationView.swift@isUsable	simulated	Provider-/Modellschalter filtern die Generatorauswahl; leere ausführbare Menge deaktiviert Vorbereitung. Demokatalog, keine Live-Verfügbarkeit.	Gemeinsame native Modellwahl in jedem Generierungsdialog	Nur aktivierte ausführbare Bindungen zeigen; Modellwechsel entfernt inkompatible Eingaben nachvollziehbar.
GEN-03	Generierung	First/Last Frames und Referenzmodus mit Bild/Video/Audio-Slots	GenerationView.swift@framesRefsMode;GenerationPackageInputs.swift	partial	Modellabhängige optionale/erforderliche Bildreferenz vorhanden. Frei erfundene Endbild-/Quellvideo-Slots am Text-zu-Video-Modell entfernt. Vollständige Multi-Reference-/Endframe-Fähigkeitsprofile im Clickdummy noch offen; native Rollen-/Limitvalidatoren ausdrücklich erhalten.	Generierungsdialog > modellabhängige Quellen	Exklusive Frame-/Referenzmodi, Rollen und Limits beibehalten; keine heimlichen Zusatzreferenzen.
GEN-04	Generierung	Quellvideo, Motion-Referenz, getrimmte Quelle und Referenz-Tags	GenerationView.swift@sourceVideo;AIEditTab.swift@trimmedSourceIfEnabled;VideoTrimExtractor.swift	partial	KI-Bearbeitung am konkreten Clip vorhanden. Vollständige modellabhängige Quellvideo-/Trim-Eingabe im freien Generator noch offen; keine echte Videoextraktion im Browser.	Schnitt/Medien > KI-Bearbeitung	Quellvideo und optionaler Trim sind explizit; neue Ausgabe vs Ersetzen ausdrücklich wählen.
GEN-05	Generierung	Audio-Optionen: Stimme, Lyrics, Stil, Instrumental und Dauer	GenerationView.swift@selectedVoice;AudioModelConfig.swift	simulated	Audio-Demoprofile für Sprache/Musik: Stimme, Lyrics/Stil, Instrumental und Dauer. Keine verifizierte Providerpreisliste.	Gemeinsamer Audio-Generierungsdialog	Optionen nur bei passendem ausführbarem Modell zeigen und an denselben Auftrag binden.
GEN-06	Generierung	Vorbereiteter Auftrag, Paket prüfen, kopieren, Kosten ablehnen/freigeben	SpendApprovalCard.swift;GenerationPackageReviewView.swift;GenerationRequest.swift;CostGuard.swift	simulated	Auftrag und Beispielkosten vor Annahme, Revision und gebundene Quellen erneut geprüft; Rückkehr verwirft Quote.	Interaktionsbereich des jeweiligen Objekts	Exakte Referenzen und kompilierten Auftrag ansehen; Änderung erfordert neue Vorbereitung/Freigabe. Kompatible vorherige Provider-/Modellwahl beibehalten; Auswahl aus validiertem Snapshot und erneute Prüfung vor Ausgabe.
GEN-07	Generierung	Batch vorbereiten, einzelne Einträge entfernen, einmal freigeben	GenerationBatchCard.swift;GenerationBatchCoordinator.swift;GenerationBatchAuthorization.swift	simulated	Video-Takes vorbereiten: Einträge entfernen, Gesamtkosten bestätigen; leere Auswahl sperrt Annahme.	Produktion/Medien > Aufträge	Jedes Element und Gesamtkosten prüfbar; Freigabe nicht zwischen Revisionen wiederverwenden.
GEN-08	Generierung	Durable Jobs, fertige Ergebnisse, Rest abbrechen, Status fortsetzen	GenerationBatchCoordinator.swift;GenerationBatchStore.swift;GenerationBatchCard.swift	simulated	Batch: fertige Ergebnisse behalten, Rest stoppen, fortsetzen; gespeicherter laufender Auftrag öffnet pausiert. Keine echte Provider-Reconciliation.	Auftragsliste im Interaktionsbereich; KI-Indikator unten rechts mit Einzelaufträgen und Live-Status	Nach Neustart bekannte Jobs weiter abfragen statt neu kostenpflichtig einzureichen; fehlende lokale Autorität anzeigen.
GEN-09	Generierung	Rerun mit Herkunft, Upscale und Quelle gezielt ersetzen	AIEditTab.swift;EditSubmitter.swift;EditorViewModel+AIEdit.swift	simulated	Clip > KI: bearbeiten, hochskalieren, mit Vorgaben erneut erzeugen; neues Medium oder bewusster Instanzersatz.	Medien-/Clip-Inspector > KI-Bearbeitung	Quelle, Modell, Kosten und Ersatzumfang zeigen; Original und Undo erhalten.
GEN-10	Generierung	Video-to-Music und Video-to-SFX, Platzierung auf Timeline	VideoToAudioEditKind.swift;AIEditTab.swift@videoAudioActionRow;MusicGenerationSubmission.swift	simulated	Clip/Ton > Video zu Musik oder SFX: begrenzter Quellauftrag, Ergebnis in gemeinsamen Medien, danach frei einsetzbar.	Schnitt > Ton; Clip-Inspector > KI-Ton	Passendes Modell, Quellbereich und Zielspur bestätigen; nicht den Projekttrack heimlich ersetzen.
GEN-11	Generierung	Musik aus Bild/Video oder Text, Mood-Direction	MusicTab.swift;MusicGenerationSubmission.swift	simulated	Ton > Musik erzeugen: Richtung als strukturierte Auswahl und optionale Präzisierung; zusätzlich manuelles Audio-Musikprofil.	Schnitt > Ton erzeugen; Ergebnis in Medien	Vorhandenen Musikweg erhalten; chatgebundene Richtung als strukturierten Vorschlag adaptieren.
NLE-01	Schnitt	Freie Montage importierter und erzeugter Medien	EditorViewModel.swift@allowsTimelineEditChrome;EditorViewModel+ClipMutations.swift;TimelineView.swift	simulated	Freie Montage aller platzierbaren Medientypen in leerem Generic-Projekt bis Export geprüft.	Schnitt unabhängig von Produktion	Leeres generisches Projekt: fremdes Video importieren, schneiden und exportieren ohne KI.
NLE-02	Schnitt	Mehrere Video-, Bild-, Titel-, Lottie- und Audiospuren	EditorViewModel+Tracks.swift;TimelineHeaderView.swift;Timeline.swift	simulated	Gemeinsame Mehrspur-Timeline, Spuren hinzufügen/entfernen, Bild-/Audio-/Titelspuren, Sperren und Sichtbarkeit.	Schnitt > bestehende Mehrspur-Timeline	Spuren erzeugen/entfernen, mehrere Bilder/Titel schichten, Höhe/Mute/Hidden/Sync-Lock erhalten.
NLE-03	Schnitt	Auswahl, Mehrfach-/Marquee-Auswahl, Kopieren, Duplizieren, Verschieben	TimelineInputController.swift;EditorViewModel+Clipboard.swift	simulated	Clip- und Marquee-Mehrfachauswahl, Clipboard, Duplizieren, Ziehen und Option-Duplizieren.	Timeline und Kontextmenü	Gruppen und verbundene Clips bewegen; Option-Duplizieren, Clipboard und Undo wirken auf dieselben Instanzen.
NLE-04	Schnitt	Split, Rasierklinge, Trim, Ripple Delete, Lücken schließen	EditorViewModel+Ripple.swift;TimelineInputController.swift;ToolbarView.swift	simulated	Rasierklinge, Split, Kanten-Trim, Löschen/Ripple/Lücken schließen. Gesperrte Spuren bleiben gesperrt; native RippleEngine weiterverwenden.	Timeline-Werkzeuge und Shortcuts	Trim/Entfernen mit gesperrten bzw. verknüpften Spuren prüfen; keine stillen Zeitverschiebungen.
NLE-05	Schnitt	Insert/Overwrite und quellzeitgebundene Segment-Drops	RippleEngine.swift;OverwriteEngine.swift;EditorViewModel+Ripple.swift	simulated	Insert teilt einen überspannten Clip und schiebt den hinteren Bereich; Overwrite ersetzt Zielintervalle. Clip-Drop auf belegte Positionen wird erklärt abgewiesen. Komplexe native Ripple-/Overwrite-Randfälle bleiben Integrationsanforderung.	Timeline-Drop, Quellviewer und Kontextaktion	Einfügen und Überschreiben unterscheiden; korrekte Quell-In/Outs und Typkompatibilität erhalten.
NLE-06	Schnitt	Snapping, Zoom, Scroll, Auto-Scroll und Track-Höhen	SnapEngine.swift;TimelineInputController.swift;EditorViewModel+Tracks.swift	simulated	Timeline-Zoom, Einrasten, Auto-Scroll und Timeline-Höhe. Individuelle native Spurhöhen bleiben Integrationsdetail.	Timeline	Framegenau an Clips/Playhead einrasten; Zoomen hält Anker; Ziehen über sichtbare Grenzen funktioniert.
NLE-07	Schnitt	Link/Unlink, Sync-Lock, Mute/Hidden	EditorViewModel+Linking.swift;EditorViewModel+Tracks.swift;TimelineView.swift	simulated	Clip-Menü > Verbinden/Trennen; Spurkopf > Sync-Lock, Sperre und Sichtbarkeit/Stumm. Linking getrennt von Sync-Lock.	Track-Kopf und Clip-Kontextmenü	Linking und Sync-Lock nicht gleichsetzen; Companion-Clips und Ton bei Edits korrekt behandeln.
NLE-08	Schnitt	Bereich auswählen, Bereich als Medium sichern, Auswahl übergeben	EditorViewModel+TimelineRange.swift;EditorViewModel+SaveAsMedia.swift;TimelineView.swift	simulated	Clip-Menü > Sequenzbereich mit In/Out und Als Medium sichern.	Timeline-Bereich und strukturierte kontextbezogene Aktion	Anfang/Ende exakt erhalten; als Medium sichern und Quelldauer prüfen; Chat-Aktion durch begrenzten Auftrag ersetzen.
NLE-09	Schnitt	Quelle austauschen und Clip als neues Medium sichern	EditorViewModel+MediaSwap.swift;EditorViewModel+SaveAsMedia.swift	simulated	Clip-Inspector/-Menü: Quelle austauschen und Als Medium sichern; eigene Asset-ID.	Clip-Kontextmenü, zweckgebundener Quellen-Picker	Kompatibilität, Abbruch, Trim/Speed und bestehende Clip-Instanz erhalten.
NLE-10	Schnitt	Audio anhand Inhalt synchronisieren	EditorViewModel+AudioSync.swift;AudioSyncCorrelator.swift;TimelineView+AudioSyncMenu.swift	simulated	Audio-Sync benötigt ein ausgewähltes Bild-/Tonpaar. Bestätigter Beispielversatz ändert nur den gebundenen Audioclip. Keine echte Messung.	Kontextmenü geeigneter Timeline-Auswahl	Referenzquelle, ermittelten Versatz und nicht synchronisierbare Quellen verständlich behandeln.
VIEW-01	Vorschau	Mehrere Quell-Tabs, Timeline-Tab, Zurück/Vor und Tabs schließen	EditorViewModel+PreviewTabs.swift;PreviewContainerView.swift	simulated	Quellen-Tabs, Timeline-Rückkehr und Schließen; gemeinsamer Bestand. Nativer vollständiger Tab-Verlauf bleibt zu binden.	Viewer	Mehrere Quellen öffnen/schließen ohne die Timeline oder Quellpositionen zu verlieren.
VIEW-02	Vorschau	Transport, Scrub, framegenaues Steppen, Bild-Zoom/Fit/Pan	PreviewContainerView.swift;VideoEngine.swift;PreviewView.swift	simulated	Transport, Scrub, FPS-genaue Schritte, Vorschauzoom/Fit. Standbildanimation ohne Videodecoder/Ton.	Viewer jeder passenden Arbeitsfläche	Aktive Quelle vs Timeline unterscheiden; Fit und Zoom ändern keine Ausgabegeometrie.
VIEW-03	Vorschau	Aktuelles Bild als Medium sichern	PreviewContainerView.swift@captureFrameButton;EditorViewModel+MediaLibrary.swift	simulated	Kamera-Aktion im Viewer erzeugt ein neues Beispielbild im Medienbestand.	Kleines lokales Viewer-Symbol	Exaktes angezeigtes Frame erscheint im Medienpool mit eigener Identität.
VIEW-04	Vorschau	Offline-, Generierungs-, Fehler- und Retry-Zustände	PreviewContainerView.swift;GeneratingOverlay.swift	simulated	Offline-Bild statt erfolgreichem Schwarzbild, Relink und laufende Auftragsansicht.	Viewer und Auftragsstatus	Defekte Quelle nicht als schwarzes erfolgreiches Video darstellen; Relink/Fehlermeldung erreichbar.
POST-01	Postproduction	Position, Skalierung, Rotation, Deckkraft, Flip und Crop	InspectorView.swift@transformSection;TransformOverlayView.swift;CropOverlayView.swift	simulated	Video-Inspector: Position, Scale, Rotation, Deckkraft, Flip, Beschnitt und optionale direkte Bildpositionierung.	Postproduction > Bild und gemeinsamer Video-Inspector; auch im Schnitt erreichbar	Felder und direkte Canvas-Griffe bleiben synchron; Crop-Presets/Originalverhältnis und Reset erhalten.
POST-02	Postproduction	Tempo und retimete Clipbereiche	InspectorView.swift@speedSection;EditorViewModel+ClipMutations.swift	simulated	Clip-In/Out und Tempo auf derselben Instanz; native Retiming-/Audio-Semantik bleibt für Produktintegration verbindlich.	Schnitt > Clip-Inspector	Dauer, Quell-In/Out, verknüpfter Ton und nachfolgende Clips nach tatsächlicher nativer Semantik behandeln.
POST-03	Postproduction	Keyframes für Transform/Deckkraft/Lautstärke und Navigation	KeyframesLane.swift;EditorViewModel+Keyframes.swift;InspectorView.swift@keyframeControls;Keyframe.swift	simulated	Keyframes im passenden Bild-/Tonkontext; animierte Felder schreiben den Wert am Abspielkopf. Bei Mehrfachauswahl keine Einzelclip-Keyframes. Spur-Locks gelten auch für indirekte Änderungen.	Schnitt/Postproduction > gemeinsames Keyframe-Panel am Inspector	Keyframe setzen/löschen/verschieben, Wert editieren und vorheriges/nächstes anspringen.
POST-04	Postproduction	Interpolation und zeitabhängige Effektparameter	KeyframesLane.swift;TimelineView.swift@performSetVolumeKfInterpolation;Effect.swift	simulated	Linear, Ease In/Out und Hold; Transform/Deckkraft in Vorschau interpoliert. Effekt-/Audioautomation nutzt später native Renderer.	Schnitt/Postproduction > gemeinsames Keyframe-/Timeline-Kontextmenü	Vorhandene Interpolationsarten und animierte Werte bewahren; ein statischer Regler ersetzt sie nicht.
POST-05	Postproduction	Tonwerte, Weißabgleich, Vibrance und Sättigung	AdjustTab.swift@toneControls;EffectRegistry.swift	simulated	Farbe > Basis: alle Tonwert-/WB-/Vibrance-/Sättigungsparameter, Bypass, Reset, Undo. Vorschau vereinfacht.	Postproduction > Farbe > vorhandener Adjust-Inspector; auch im Schnitt erreichbar	Alle vorhandenen Parameter sowie Gruppen-Bypass, Reset, Undo und Mehrfachauswahl erhalten.
POST-06	Postproduction	RGB-Kurven und Hue-Kurven	AdjustTab.swift@curvesContent;CurveEditorView.swift;HueCurveEditorView.swift;GradeCurve.swift;HueCurves.swift	simulated	Farbe > Kurven: RGB, Einzelkanäle und Hue-Ziele, fünf editierbare Punkte mit Diagramm. Keine native Farbpipeline im Browser.	Postproduction > Farbe > gemeinsamer Adjust-Inspector	Kanäle/Punkte und Farbzielkurven bearbeiten, zurücksetzen und rendern; keine neuen unabhängigen Grade-Daten.
POST-07	Postproduction	Farbräder	AdjustTab.swift@wheelsContent;ColorWheelControl.swift;ColorWheels.swift	simulated	Farbe > Farbräder: Schatten/Mitten/Lichter mit Farbton, Stärke und Helligkeit; gemeinsame Clipdaten. Kein vollständiger Grading-Renderer.	Postproduction > Farbe > gemeinsamer Adjust-Inspector	Schatten/Mitten/Lichter und vorhandene Parameter verwenden; Wirkung und Rücksetzung prüfen.
POST-08	Postproduction	LUT laden, Intensität, Bypass und Verwaltung	AdjustTab.swift@lutContent;LUTLoader.swift;LUTTetraKernel.swift	simulated	Farbe > LUT: Auswahl, Beispielimport, Intensität und Bypass; echte .cube-Auswertung bleibt nativ.	Postproduction > Farbe > LUTs	Projektlokale LUT-Bindung, Intensität und Export erhalten; kein rein dekoratives Preset.
POST-09	Postproduction	Schärfen, Entrauschen, Clarity und Dehaze	AdjustTab.swift@detailControls;EffectRegistry.swift	simulated	Farbe > Effekte: Schärfe, Denoise, Clarity, Dehaze als gespeicherte Parameter; kein nachgebauter Bildrenderer.	Postproduction > Effekte > Detail	Vorhandene gerenderte Parameter, Reset und Reihenfolge erhalten.
POST-10	Postproduction	Blur und Motion Blur	AdjustTab.swift@blurControls;EffectRegistry.swift	simulated	Effekte: Blur, Motion Blur und Winkel; vereinfachte Blur-Vorschau.	Postproduction > Effekte	Menge und Richtung des vorhandenen Effekts erhalten, keine Behauptung von Bewegungsschätzung.
POST-11	Postproduction	Vignette, Grain und Glow	AdjustTab.swift@vignetteControls;EffectRegistry.swift	simulated	Effekte: Vignette, Grain, Glow mit Teilparametern. Browser zeigt nur vereinfachte Wirkung.	Postproduction > Effekte	Alle bestehenden Teilparameter und Bypass/Reset erreichbar halten.
POST-12	Postproduction	Chroma Key	AdjustTab.swift@chromaKeyControls;ChromaKeyKernel.swift	simulated	Farbe > Chroma-Key: Farbton, Toleranz, Softness, Spill gespeichert; native Chroma-Komposition ist nicht simuliert.	Postproduction > Effekte > Chroma Key	Farbton, Toleranz, Softness und Spill sowie Komposition über darunterliegender Spur erhalten.
POST-13	Postproduction	Farbmessung und referenzbezogene KI-Farbkorrektur	ToolExecutor+Color.swift;ColorScopes.swift;ToolDefinitions.swift@inspectColor	simulated	Farbe > An Referenz angleichen: begrenzter Beispielvorschlag mit Annahme/Undo; kein erfundenes natives Scope-Panel.	Postproduction > Farbvergleich am Clip, vorhandene Mess-/Apply-Tools	Gemessene Werte und Referenz unterscheiden; KI-Änderung prüfbar annehmen und rückgängig machen. Kein erfundenes Scope-Panel als Bestand zählen.
POST-14	Postproduction	Audiopegel, Fades, Lautstärke-Keyframes und Tempo	AudioTab.swift;TimelineInputController.swift@addVolumeKeyframeOnClick;CompositionBuilder.swift	simulated	Ton: Clip-Pegel, Fade-in/out, Tempo und Gain-Keyframes. Ohne Audioausgabe im Clickdummy.	Postproduction > Ton; gemeinsame Audio-Inspector-/Hüllkurven-Werkzeuge auch im Schnitt	Mehrere Audioclips separat bearbeiten; Fade-Knie und Interpolation prüfen.
POST-15	Postproduction	Titel, Typografie, Farbe, Hintergrund, Kontur, Schatten, Layout	TextTab.swift;TextStyle.swift;TextLayerController.swift	simulated	Titel sind auswählbare Timeline-Objekte mit eigener Spurbindung, Inspector und Löschen. Spur-Sichtbarkeit/-Lock wirken auf Titel. Mehrere Titel mit Textgestaltung und Timing.	Postproduction > Titel; gemeinsamer Text-Inspector und Canvas, auch im Schnitt erreichbar	Titelclips von Textdokumenten unterscheiden; Styling, Ausrichtung, Position und mehrlagige Titel erhalten.
POST-16	Postproduction	Automatische Untertitel mit Sprache, Quelle und Stil	CaptionTab.swift;CaptionBuilder.swift;EditorViewModel+Captions.swift	simulated	Untertitel: Quelle, Sprache, Stil, Filter, Beispieltranskription; Ergebnis sind editierbare Titelclips.	Postproduction > Untertitel, Vorschau und gemeinsamer Text-Inspector; auch im Schnitt erreichbar	Quelle/Track, Sprache, Layout und Stil wählen; echte Caption-Clips erzeugen und editieren.
